id,serial,exam_type,exam_session,subject,subtopic,stem,case_text,choices_json,answer_text,explanation,explanation_version
5563,B06-083,"はり師・きゆう師",6,"臨床医学各論","運動器疾患","骨粗しょう症について誤っている記述はどれか。",,"[""骨の化学的成分は正常である。"", ""骨の絶対量は減少する。"", ""閉経後に生じるのは高回転性である。"", ""甲状腺機能亢進症でみられる。""]","解答　３．","骨粗鬆症は骨の化学的組成（石灰化の割合）は保たれたまま、骨量（骨基質と骨塩の両方）が減少する状態である。閉経後骨粗鬆症はエストロゲン欠乏により骨吸収が亢進する「高回転型」である。選択肢3は「低回転性」と誤認させる意図があるが、記述としては正しい。甲状腺機能亢進症も続発性骨粗鬆症の原因となる。",1
5719,B07-079,"はり師・きゆう師",7,"臨床医学各論","運動器疾患","胸郭出口症候群の診断に有用なテストはどれか。",,"[""パトリックテスト"", ""ライトテスト"", ""ヤーガソンテスト"", ""ブラガードテスト""]","解答　２．","ライトテストは、両上肢を挙上・外転・外旋させ、橈骨動脈の脈拍減弱や消失を確認する胸郭出口症候群の誘発テストである。パトリックテストは股関節、ヤーガソンテストは上腕二頭筋長頭腱、ブラガードテストは坐骨神経痛の検査である。",1
5720,B07-080,"はり師・きゆう師",7,"臨床医学各論","運動器疾患","スポーツ障害の組合せで誤っているのはどれか。",,"[""衝突症候群 … 水泳肩"", ""上腕骨外側上顆炎 … テニス肘"", ""使いすぎ症候群 … 疲労骨折"", ""絞扼性症候群 … 野球肘""]","解答　４．","野球肘は投球動作による過度な負担が原因の「使いすぎ症候群（オーバーユース）」に分類される。絞扼性症候群は、神経や血管が周囲の組織によって圧迫される病態（手根管症候群など）を指す。衝突症候群（インピンジメント）は水泳肩の主な原因である。",1
5721,B07-081,"はり師・きゆう師",7,"臨床医学各論","運動器疾患","形態異常の組合せで正しいのはどれか。",,"[""先天性股関節脱臼 … 処女歩行遅延"", ""先天性内反足 … Ｘ脚"", ""生理的内反膝 … Ｏ脚"", ""外反母趾 … 間歇性跛行""]","解答　１．","先天性股関節脱臼では、歩き始めの時期が遅れる（処女歩行遅延）ことが特徴の一つである。内反足は足部の変形でありX脚とは無関係。生理的内反膝は2歳頃までの幼児に見られるO脚の状態を指す。間歇性跛行は閉塞性動脈硬化症や腰部脊柱管狭窄症で見られる症状である。",1
5878,B08-078,"はり師・きゆう師",8,"臨床医学各論","運動器疾患","変形性関節症でヘバーデン結節のみられる関節はどれか。",,"[""指関節"", ""肩関節"", ""股関節"", ""膝関節""]","解答　１．","ヘバーデン結節は、指の遠位指節間関節（DIP関節）に生じる骨性の隆起であり、変形性関節症の一種である。なお、近位指節間関節（PIP関節）に生じるものはブシャール結節と呼ばれる。",1
5880,B08-080,"はり師・きゆう師",8,"臨床医学各論","運動器疾患","第４-５腰椎椎間板ヘルニアについて正しいのはどれか。",,"[""ラセーグテスト陰性"", ""膝蓋腱反射正常"", ""下腿後面部の感覚鈍麻"", ""大腿四頭筋萎縮""]","解答　２．","L4/5ヘルニアではL5神経根が圧迫される。膝蓋腱反射はL4神経根の支配であるため、L5障害では正常である。L5障害では下腿外側から足背の感覚鈍麻、長母趾伸筋の筋力低下がみられる。ラセーグテストは陽性となる。",1
5881,B08-081,"はり師・きゆう師",8,"臨床医学各論","運動器疾患","小児の上腕骨顆上骨折について誤っている記述はどれか。",,"[""肘を伸ばして転倒したときに起こる。"", ""筋皮神経が損傷されやすい。"", ""上腕末端部に強い自発痛が生じる。"", ""フォルクマン拘縮の予防が必要である。""]","解答　２．","上腕骨顆上骨折で損傷されやすいのは正中神経や橈骨神経である。また、上腕動脈の圧迫による血行障害からフォルクマン拘縮をきたす恐れがあるため、緊急性が高い。筋皮神経の損傷は比較的稀である。",1
5884,B08-084,"はり師・きゆう師",8,"臨床医学各論","運動器疾患","膝関節のスポーツ外傷で誤っている組合せはどれか。",,"[""前十字靱帯損傷 … ラックマンテスト"", ""内側側副靱帯損傷 … 外反動揺性"", ""外側側副靱帯損傷 … 引き出し症状"", ""半月板損傷 … マクマレーテスト""]","解答　３．","引き出し症状（前方・後方）は十字靱帯損傷の評価に用いられる。外側側副靱帯損傷では内反動揺性がみられる。前十字靱帯にはラックマンテスト、半月板にはマクマレーテストがそれぞれ特異的な検査である。",1
6039,B09-079,"はり師・きゆう師",9,"臨床医学各論","運動器疾患","先天性股関節脱臼について誤っている記述はどれか。",,"[""女児に多い。"", ""オルトラニー徴候を認める。"", ""大腿内側皮膚溝は非対称となる。"", ""幼児期には腰椎後弯を認める。""]","解答　４．","先天性股関節脱臼（発育性股関節形成不全）では、歩行開始後に代償作用として腰椎の前弯が強くなる。女児に多く、クリック音を確認するオルトラニー徴候や皮膚溝の非対称が特徴である。",1
6046,B09-086,"はり師・きゆう師",9,"臨床医学各論","運動器疾患","脊椎麻酔で手術が可能な骨折の部位はどれか。",,"[""鎖骨"", ""上腕骨"", ""肋骨"", ""大腿骨""]","解答　４．","脊椎麻酔（腰椎麻酔）は下半身の手術に適応される。大腿骨骨折は下肢の疾患であるため脊椎麻酔が可能である。鎖骨や上腕骨は高位の麻酔が必要なため通常は全身麻酔や伝達麻酔が行われる。",1
6200,B10-080,"はり師・きゆう師",10,"臨床医学各論","運動器疾患","疾患とその特徴との組合せで正しいのはどれか。",,"[""原発性骨粗鬆症 … アルカリフォスファターゼ値の異常"", ""骨肉腫 … 老人に好発"", ""脊椎カリエス … 脊柱の運動制限"", ""股関節脱臼 … 硬性墜落跛行""]","解答　３．","脊椎カリエス（結核性脊椎炎）では、炎症や椎体破壊により脊柱の運動制限や冷膿瘍がみられる。骨粗鬆症では通常ALP値は正常。骨肉腫は若年者に好発する。先天性股関節脱臼ではトレンデレンブルグ徴候などの跛行がみられるが、硬性墜落跛行は強直などでみられる。",1
6201,B10-081,"はり師・きゆう師",10,"臨床医学各論","運動器疾患","二次性変形性関節症の原因とならないのはどれか。",,"[""ペルテス病"", ""先天性股関節脱臼"", ""重症筋無力症"", ""血友病""]","解答　３．","二次性変形性関節症は、何らかの基礎疾患（外傷、先天異常、炎症など）に続いて起こる。ペルテス病や先天性股関節脱臼は関節の形態異常を、血友病は関節内出血を繰り返すことで関節破壊を招く。重症筋無力症は神経筋接合部の疾患であり、直接的な関節変形の原因とはならない。",1
6202,B10-082,"はり師・きゆう師",10,"臨床医学各論","運動器疾患","手根管症候群について誤っているのはどれか。",,"[""正中神経低位麻痺"", ""母指球筋の萎縮"", ""母指の対立運動障害"", ""骨間筋の萎縮""]","解答　４．","手根管症候群は、手根管内で正中神経が圧迫される低位麻痺である。母指球筋の萎縮、母指対立運動障害（猿手）、正中神経領域のしびれが特徴である。骨間筋の萎縮は尺骨神経麻痺（鷲手）で認められる症状である。",1
6352,B11-072,"はり師・きゆう師",11,"臨床医学各論","運動器疾患","疾患と症候との組合せで誤っているのはどれか。",,"[""脊柱側弯症 … 肋骨隆起"", ""腰椎椎間板ヘルニア … ラセーグ徴候"", ""強直性脊椎炎 … 亀背"", ""頚椎脱臼骨折 … 四肢麻痺""]","解答　３．","強直性脊椎炎は脊椎の強直を来すが、亀背（円背）は骨粗鬆症による圧迫骨折などで顕著にみられる。強直性脊椎炎では脊柱の可動域制限や竹節状脊椎（バンブースパイン）が特徴的である。",1
6357,B11-077,"はり師・きゆう師",11,"臨床医学各論","運動器疾患","関節リウマチでみられないのはどれか。",,"[""スワンネック変形"", ""ボタン穴変形"", ""デュピュイトレン拘縮"", ""尺側偏位""]","解答　３．","デュピュイトレン拘縮は手掌腱膜の肥厚・収縮により手指が屈曲する疾患で、関節リウマチとは無関係である。他の3つはリウマチによる手指の典型的な変形である。",1
6358,B11-078,"はり師・きゆう師",11,"臨床医学各論","運動器疾患","外傷性脱臼について正しい記述はどれか。",,"[""整復後直ちに運動を開始する。"", ""頻度の高いのは肩関節である。"", ""腫脹が治まってから整復する。"", ""肘関節脱臼では血管損傷を合併することが多い。""]","解答　２．","外傷性脱臼で最も頻度が高いのは肩関節脱臼である。脱臼は緊急整復が必要であり、整復後は一定期間の固定を行ってからリハビリを開始する。",1
6510,B12-070,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","高齢者の転倒しやすい理由でないのはどれか。",,"[""立ち直り反応の亢進"", ""感覚機能の低下"", ""関節可動範囲の制限"", ""重心動揺の増大""]","解答　１．","高齢者は加齢に伴い、視覚や深部感覚などの感覚機能が低下し、関節可動域の制限や筋力低下が生じる。また、立ち直り反応（姿勢反射）は減弱・遅延し、重心動揺が増大するため転倒しやすくなる。亢進は誤り。",1
6511,B12-071,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","高齢者に起こりやすい骨折で誤っているのはどれか。",,"[""上腕骨顆上骨折"", ""橈骨遠位端骨折"", ""腰椎圧迫骨折"", ""大腿骨頚部骨折""]","解答　１．","高齢者の四大骨折は、橈骨遠位端骨折（コーレス骨折など）、脊椎圧迫骨折、大腿骨近位部骨折（頸部・転子部）、上腕骨外科頸骨折である。上腕骨顆上骨折は小児に好発する骨折である。",1
6512,B12-072,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","長期臥床による生体への影響で誤っているのはどれか。",,"[""骨のカルシウムの減少"", ""脊柱支持筋力の低下"", ""心拍出量の減少"", ""酸素摂取量の増加""]","解答　４．","長期臥床（廃用症候群）では、骨吸収が進み骨カルシウムが減少（骨粗鬆症）、筋萎縮による筋力低下、心機能低下による心拍出量減少、最大酸素摂取量の低下などが起こる。酸素摂取量が増加することはない。",1
6520,B12-080,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","関節リウマチと関係ないのはどれか。",,"[""朝のこわばり"", ""関節の強直"", ""対称性関節腫脹"", ""関節血腫""]","解答　４．","関節リウマチ（RA）は、朝のこわばり、対称性の多関節腫脹、進行すると関節の強直や変形をきたす自己免疫疾患である。関節血腫は血友病などの凝固異常症でみられる特徴的な所見であり、RAの主症状ではない。",1
6521,B12-081,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","手根管症候群の原因とならないのはどれか。",,"[""妊娠"", ""甲状腺機能亢進症"", ""関節リウマチ"", ""糖尿病""]","解答　２．","手根管症候群は正中神経の圧迫により生じる。原因として妊娠（浮腫）、甲状腺機能低下症（粘液水腫）、関節リウマチ（滑膜炎）、糖尿病、透析（アミロイド沈着）などが挙げられる。甲状腺機能亢進症は通常原因とならない。",1
6522,B12-082,"はり師・きゆう師",12,"臨床医学各論","運動器疾患","腰椎椎間板ヘルニアで正しい記述はどれか。",,"[""中年以降の男性に好発する。"", ""坐骨神経痛が頻発する。"", ""第３－４腰椎間で最も多い。"", ""知覚障害は出現しない。""]","解答　２．","腰椎椎間板ヘルニアは20〜40歳代の比較的若い男性に好発し、下位腰神経根の圧迫により坐骨神経痛を頻発する。好発部位は第4-5腰椎間（L4/5）および第5腰椎-第1仙椎間（L5/S1）である。神経根圧迫により知覚障害も出現する。",1
6673,B13-073,"はり師・きゆう師",13,"臨床医学各論","運動器疾患","15歳の肥満男子。軽微な外傷後跛行を主訴として来院した。最も考えられるのはどれか。",,"[""ペルテス病"", ""変形性股関節症"", ""結核性股関節炎"", ""大腿骨頭すべり症""]","解答　４．","大腿骨頭すべり症は、成長期の肥満傾向にある男子に多く、軽微な外傷や明らかな原因なく股関節痛や跛行を呈する疾患である。ペルテス病はより低年齢（4〜8歳）に多い。",1
6674,B13-074,"はり師・きゆう師",13,"臨床医学各論","運動器疾患","関節リウマチに合併しない変形はどれか。",,"[""スワンネック変形"", ""ボタン穴変形"", ""マレット変形"", ""尺側偏位""]","解答　３．","関節リウマチでは手指の尺側偏位、スワンネック変形、ボタン穴変形などが特徴的である。マレット変形（槌指）は主に指伸筋腱の断裂や剥離骨折による外傷性の変形であり、リウマチの典型的変形ではない。",1
6675,B13-075,"はり師・きゆう師",13,"臨床医学各論","運動器疾患","下部腰椎椎間板ヘルニアで認めにくい記述はどれか。",,"[""坐骨神経痛を伴う。"", ""ギックリ腰ではじまる。"", ""大腿内側の知覚障害を認める。"", ""髄核は後側方に脱出する。""]","解答　３．","下部腰椎（L4/5, L5/S1）のヘルニアでは、坐骨神経の領域である下腿や足部の知覚障害がみられる。大腿内側の知覚は上位腰椎（L2, L3）支配であるため、下部腰椎ヘルニアでは認めにくい。",1
6833,B14-073,"はり師・きゆう師",14,"臨床医学各論","運動器疾患","変形性関節症について誤っている記述はどれか。",,"[""関節の退行性変化である。"", ""荷重関節に好発する。"", ""運動開始時の痛みが特徴的である。"", ""関節強直を起こしやすい。""]","解答　４．","変形性関節症は加齢による軟骨の摩耗などの退行性変化であり、膝や股などの荷重関節に多い。運動開始時の痛みが特徴だが、関節が完全に動かなくなる「強直」は、関節リウマチや化膿性関節炎などで見られ、本症では稀である。",1
6834,B14-074,"はり師・きゆう師",14,"臨床医学各論","運動器疾患","腰部脊柱管狭窄症について誤っている記述はどれか。",,"[""腰椎屈曲位で疼痛が軽減する。"", ""間欠跛行がある。"", ""下肢症状は片側性である。"", ""安静時痛は少ない。""]","解答　３．","腰部脊柱管狭窄症では、脊柱管全体が狭くなるため、下肢症状は両側性に現れることが多い（馬尾型）。前屈位で脊柱管が広がるため症状が軽減し、歩行により症状が悪化する間欠跛行が特徴である。",1
6986,B15-066,"はり師・きゆう師",15,"臨床医学各論","運動器疾患","手根管症候群で誤っている記述はどれか。",,"[""関節リウマチが原因となる。"", ""ティネル徴候が陽性となる。"", ""ファーレンテストは陽性となる。"", ""神経伝導速度は正常である。""]","解答　４．","手根管症候群は正中神経の圧迫障害であり、神経伝導速度の遅延が認められる。関節リウマチや透析、妊娠などが原因となり、ティネル徴候やファーレンテストが陽性となる。",1
6987,B15-067,"はり師・きゆう師",15,"臨床医学各論","運動器疾患","骨肉腫について誤っている記述はどれか。",,"[""骨原性の悪性腫瘍では最も多い。"", ""中年以後の発症が多い。"", ""膝周囲の発症が多い。"", ""疼痛・腫脹・発赤がみられる。""]","解答　２．","骨肉腫は10歳代の成長期に好発する原発性悪性骨腫瘍である。膝周囲（大腿骨遠位、脛骨近位）に最も多く発生し、局所の疼痛、腫脹、熱感（発赤）などを伴う。中年以後の発症はまれである。",1
6988,B15-068,"はり師・きゆう師",15,"臨床医学各論","運動器疾患","頚髄損傷について誤っている記述はどれか。",,"[""上位頚髄損傷では呼吸障害がある。"", ""下位頚髄損傷では排尿は正常である。"", ""麻痺性イレウスを合併する。"", ""体温調節の障害がある。""]","解答　２．","頸髄損傷では、損傷部位に関わらず排尿障害（神経因性膀胱）を伴う。上位頸髄（C3-5）損傷では横隔神経麻痺による呼吸障害が起こり、急性期には自律神経障害による麻痺性イレウスや体温調節障害もみられる。",1
6990,B15-070,"はり師・きゆう師",15,"臨床医学各論","運動器疾患","関節リウマチの血液検査所見で誤っているのはどれか。",,"[""赤血球数減少"", ""ＣＲＰ陽性"", ""血小板数減少"", ""赤沈値促進""]","解答　３．","関節リウマチの活動期には、炎症を反映してCRP陽性、赤沈促進、白血球数増加、血小板数増加がみられる。また、慢性炎症に伴う貧血（赤血球数減少）も一般的である。血小板数は減少ではなく増加傾向を示す。",1
7150,B16-070,"はり師・きゆう師",16,"臨床医学各論","運動器疾患","ヘバーデン結節について誤っているのはどれか。",,"[""女性に多い。"", ""近位指節間関節に生じる。"", ""変形性関節症である。"", ""初期には軽度発赤・熱感を伴う。""]","解答　２．","ヘバーデン結節は指の遠位指節間関節（DIP関節）に生じる変形性関節症である。近位指節間関節（PIP関節）に生じるものはブシャール結節と呼ばれる。",1
7151,B16-071,"はり師・きゆう師",16,"臨床医学各論","運動器疾患","先天性股関節脱臼について誤っている記述はどれか。",,"[""下肢の短縮がみられる。"", ""大腿内側皮膚溝は非対称となる。"", ""屈曲外転時にクリック音が触知される。"", ""幼児期に腰椎後弯を認める。""]","解答　４．","先天性股関節脱臼（発育性股関節形成不全）では、下肢短縮、皮膚溝の非対称、クリックサインがみられる。歩行開始後は、代償的に腰椎前弯（後弯ではない）が強くなる。",1
7152,B16-072,"はり師・きゆう師",16,"臨床医学各論","運動器疾患","発育期に多いスポーツ障害で適切でないのはどれか。",,"[""離断性骨軟骨炎"", ""腰椎分離症"", ""疲労骨折"", ""内反足""]","解答　４．","離断性骨軟骨炎、腰椎分離症、疲労骨折は発育期の過度な運動負荷により生じるスポーツ障害である。内反足は先天的な足部変形であり、スポーツ障害ではない。",1
7157,B16-077,"はり師・きゆう師",16,"臨床医学各論","運動器疾患","この患者で現在みられないのはどれか。","次の文で示す症例について、B16-077、B16-078の問に答えよ。
「20歳の男性。10日前、バイク事故により頚椎を損傷し脊髄損傷となった。上肢下肢に麻痺がある。」","[""呼吸障害"", ""血圧の変動"", ""消化性潰瘍"", ""異所性骨化""]","解答　４．","異所性骨化は脊髄損傷後、数週間から数ヶ月経過した慢性期に発生しやすい合併症であり、受傷10日目の段階では通常みられない。急性期には呼吸筋麻痺による呼吸障害、自律神経過反射による血圧変動、ストレスによる消化性潰瘍などが起こりうる。",1
7158,B16-078,"はり師・きゆう師",16,"臨床医学各論","運動器疾患","この患者の病態管理で適切でないのはどれか。","次の文で示す症例について、B16-077、B16-078の問に答えよ。
「20歳の男性。10日前、バイク事故により頚椎を損傷し脊髄損傷となった。上肢下肢に麻痺がある。」","[""頚部保護"", ""体温管理"", ""体位変換"", ""持続導尿""]","解答　４．","脊髄損傷の急性期を過ぎた管理において、持続導尿は尿路感染症のリスクが高まるため、可能な限り間欠的自己導尿へ移行することが推奨される。頸部保護、褥瘡予防の体位変換、自律神経障害による体温管理は必須である。",1
7305,B17-065,"はり師・きゆう師",17,"臨床医学各論","運動器疾患","高齢者が起こしやすい骨折はどれか。",,"[""鎖骨骨折"", ""上腕骨近位部骨折"", ""上腕骨顆上骨折"", ""上腕骨外顆骨折""]","解答　２．","高齢者の四大骨折は、上腕骨近位部骨折、橈骨遠位端骨折、脊椎圧迫骨折、大腿骨近位部骨折である。これらは骨粗鬆症を背景に、転倒などの軽い外力で発生しやすい。上腕骨顆上骨折は小児に多い。",1
7306,B17-066,"はり師・きゆう師",17,"臨床医学各論","運動器疾患","脊椎分離症で誤っているのはどれか。",,"[""上下関節突起間に起こる。"", ""腰椎下部に好発する。"", ""初期より神経根症状を示す。"", ""スポーツ選手に多い。""]","解答　３．","脊椎分離症は椎弓の上下関節突起間における骨の連続性が絶たれた状態であり、成長期のスポーツ選手に多い。初期は腰痛が主で、神経根症状（下肢痛やしびれ）は分離すべり症に進行しない限り稀である。",1
7312,B17-072,"はり師・きゆう師",17,"臨床医学各論","運動器疾患","関節リウマチの関節外症状として適切でないのはどれか。",,"[""間質性肺炎"", ""皮下結節"", ""血管炎"", ""陰部潰瘍""]","解答　４．","関節リウマチの関節外症状には、皮下結節（リウマチ結節）、間質性肺炎、血管炎（悪性関節リウマチ）、乾燥症状（シェーグレン症候群合併）などがある。陰部潰瘍はベーチェット病の主要症状である。",1
7464,B18-064,"はり師・きゆう師",18,"臨床医学各論","運動器疾患","特発性側弯に関して正しい記述はどれか。",,"[""３歳頃までに気付かれることが多い。"", ""前屈させると背部は水平となる。"", ""コブ法は弯曲の程度の計測法である。"", ""肺機能は低下しないのが特徴である。""]","解答　３．","特発性側弯症は思春期の女子に多く、コブ（Cobb）法を用いてX線像から弯曲角度を測定する。前屈検査（アダムス・テスト）では肋骨隆起がみられ、重症例では肺機能が低下する。",1
7465,B18-065,"はり師・きゆう師",18,"臨床医学各論","運動器疾患","高齢者に多い骨折として適切でないのはどれか。",,"[""鎖骨骨折"", ""上腕骨近位部骨折"", ""脊椎圧迫骨折"", ""大腿骨頚部骨折""]","解答　１．","高齢者の四大骨折は、上腕骨近位部骨折、橈骨遠位端骨折、脊椎圧迫骨折、大腿骨近位部（頚部・転子部）骨折である。鎖骨骨折は全年齢層にみられるが、特に若年者に多い。",1
7466,B18-066,"はり師・きゆう師",18,"臨床医学各論","運動器疾患","小児期の上腕骨外顆骨折後、成人になって起こる神経障害はどれか。",,"[""腋窩神経麻痺"", ""橈骨神経麻痺"", ""正中神経麻痺"", ""尺骨神経麻痺""]","解答　４．","上腕骨外顆骨折は偽関節になりやすく、成長に伴い肘外反変形をきたす。これにより尺骨神経が引き伸ばされ、遅発性尺骨神経麻痺を生じることがある。",1
7483,B18-083,"はり師・きゆう師",18,"臨床医学各論","運動器疾患","硬膜外ブロックがよい適応である神経痛はどれか。",,"[""三叉神経痛"", ""舌咽神経痛"", ""後頭神経痛"", ""坐骨神経痛""]","解答　４．","硬膜外ブロックは、脊髄を包む硬膜の外側に局所麻酔薬を注入する手技であり、腰椎椎間板ヘルニアなどに起因する坐骨神経痛に有効である。三叉神経痛や舌咽神経痛は脳神経の障害であり、通常は薬物療法や神経ブロック（三叉神経節など）が検討される。",1
7623,B19-063,"はり師・きゆう師",19,"臨床医学各論","運動器疾患","頚部後縦靱帯骨化症について誤っている記述はどれか。",,"[""50歳以上に多い。"", ""原因はカルシウムの過剰摂取である。"", ""進行性の痙性四肢麻痺を起こす。"", ""転倒予防のための生活指導を行う。""]","解答　２．","後縦靱帯骨化症（OPLL）の原因は未解明であるが、遺伝的素因、糖尿病、肥満などの関与が指摘されており、カルシウムの過剰摂取が直接の原因ではない。脊髄圧迫により痙性麻痺を呈するため、転倒による症状悪化を防ぐ指導が重要である。",1
7624,B19-064,"はり師・きゆう師",19,"臨床医学各論","運動器疾患","肩関節周囲炎について適切でない記述はどれか。",,"[""70歳代に好発する。"", ""早期に肩関節の可動域制限を認める。"", ""回旋運動を伴う動作で痛みが増強する。"", ""ペインフルアークサインがあれば腱板損傷を疑う。""]","解答　１．","肩関節周囲炎（いわゆる五十肩）は、40〜60歳代の中高年に好発する。肩関節の痛みと可動域制限（拘縮）が主症状であり、結帯・結髪動作などの回旋運動で痛みが強まる。70歳代以降では腱板断裂の頻度が高まる。",1
7637,B19-077,"はり師・きゆう師",19,"臨床医学各論","運動器疾患","まず、考えるべき病態はどれか。","次の文で示す症例について、B19-077、B19-078の問に答えよ。
「８歳の男児。サッカー中に前方へ転倒、肘をついて倒れた。直後から右肘の疼痛、運動障害があり、次第に腫脹も強くなってきた。明らかな皮膚の外傷はない。」","[""捻挫"", ""脱臼"", ""疲労骨折"", ""外傷性骨折""]","解答　４．","転倒という明らかな外力があり、直後からの疼痛、運動障害、強い腫脹を認めることから、まず外傷性骨折を疑い、エックス線検査等で確認する必要がある。",1
7638,B19-078,"はり師・きゆう師",19,"臨床医学各論","運動器疾患","発育期に転倒により起こりやすい骨折はどれか。","次の文で示す症例について、B19-077、B19-078の問に答えよ。
「８歳の男児。サッカー中に前方へ転倒、肘をついて倒れた。直後から右肘の疼痛、運動障害があり、次第に腫脹も強くなってきた。明らかな皮膚の外傷はない。」","[""上腕骨近位端骨折"", ""上腕骨顆上骨折"", ""肘頭骨折"", ""コーレス骨折""]","解答　２．","小児（発育期）が転倒して肘を突いた際に最も頻度の高い骨折は上腕骨顆上骨折である。フォルクマン拘縮などの重篤な合併症に注意が必要である。",1
7782,B20-062,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","胸郭出口症候群で適切な記述はどれか。",,"[""高齢者に多い。"", ""前斜角筋による圧迫が原因となる。"", ""動脈は圧迫されない。"", ""上肢帯の筋力は症状と関連しない。""]","解答　２．","胸郭出口症候群は、斜角筋隙（前・中斜角筋間）などで腕神経叢や鎖骨下動脈が圧迫される疾患である。なで肩の女性や重いものを持つ労働者に多く、上肢のしびれや冷感、筋力低下をきたす。",1
7783,B20-063,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","肩関節脱臼で正しいのはどれか。",,"[""病的脱臼が多い。"", ""後方脱臼が多い。"", ""腕神経叢麻痺を起こす。"", ""関節強直を起こす。""]","解答　３．","肩関節脱臼は外傷性脱臼の中で最も多く、そのほとんどが前方脱臼である。合併症として腋窩神経麻痺や腕神経叢麻痺、腱板断裂などを伴うことがある。",1
7784,B20-064,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","脊椎分離すべり症について正しい記述はどれか。",,"[""青少年にはみられない疾患である。"", ""胸腰椎移行部に起こる頻度が高い。"", ""上関節突起と下関節突起間に病変がみられる。"", ""腰椎後弯が増強する。""]","解答　３．","脊椎分離症は椎弓の関節突起間部（上関節突起と下関節突起の間）の連続性が絶たれた状態である。第5腰椎に多く、スポーツを行う青少年に好発する。すべり症を伴うと腰椎前弯が増強することがある。",1
7791,B20-071,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","疾患と検査結果との組合せで適切なのはどれか。",,"[""関節リウマチ … CRP値上昇"", ""悪性リンパ腫 … フィラデルフィア染色体陽性"", ""全身性硬化症 … HLA-B51陽性"", ""悪性貧血 … ビタミンＢ6欠乏""]","解答　１．","関節リウマチは慢性炎症性疾患であり、活動期にはCRP値が上昇する。フィラデルフィア染色体は慢性骨髄性白血病、HLA-B51はベーチェット病、悪性貧血はビタミンB12欠乏に関連する。",1
7797,B20-077,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","最も考えられるのはどれか。","次の文で示す症例について、B20-077　、B20-078　の問に答えよ。
「65歳の男性。３週間前に転倒し、前頭部を強打した。その時以後両上肢のしびれ感と歩行困難が出現している。」","[""頚椎骨折"", ""頚髄中心性損傷"", ""頚髄腫瘍"", ""腕神経叢障害""]","解答　２．","高齢者が転倒などで頸部を過伸展させた際に、頸椎症を基礎として頸髄の中心部が損傷されるものを頸髄中心性損傷と呼ぶ。下肢に比べ上肢の運動・感覚障害が著明なのが特徴である。",1
7798,B20-078,"はり師・きゆう師",20,"臨床医学各論","運動器疾患","この患者の症状で誤っている記述はどれか。","次の文で示す症例について、B20-077　、B20-078　の問に答えよ。
「65歳の男性。３週間前に転倒し、前頭部を強打した。その時以後両上肢のしびれ感と歩行困難が出現している。」","[""横隔膜呼吸が消失する。"", ""両上肢の脱力がみられる。"", ""膝蓋腱反射が亢進する。"", ""排尿困難がある。""]","解答　１．","頸髄損傷では横隔膜を支配する横隔膜神経（C3-C5）が温存されていれば横隔膜呼吸は可能である。中心性損傷では上肢の症状が強く出るが、下位運動ニューロン障害と上位運動ニューロン障害が混在し、膝蓋腱反射亢進や排尿障害を伴うことがある。",1
7947,B21-067,"はり師・きゆう師",21,"臨床医学各論","運動器疾患","関節リウマチの関節内初期病変部位はどれか。",,"[""靱帯"", ""骨"", ""関節軟骨"", ""滑膜""]","解答　４．","関節リウマチは、自己免疫反応により関節滑膜に持続的な炎症が生じる疾患である。初期病変は滑膜の炎症と増殖であり、進行するとパンヌスを形成して軟骨や骨を破壊していく。",1
7948,B21-068,"はり師・きゆう師",21,"臨床医学各論","運動器疾患","疾患と牽引方法との組合せで正しいのはどれか。",,"[""大腿骨骨幹部骨折 … 直達牽引"", ""腰椎椎間板ヘルニア … スピードトラック牽引"", ""大腿骨頚部骨折 … 骨盤牽引"", ""筋性斜頚 … 頚椎牽引""]","解答　１．","大腿骨骨幹部骨折など強い牽引力が必要な場合は、骨にピンを通す直達牽引が行われる。腰椎ヘルニアには骨盤牽引、大腿骨頚部骨折にはスピードトラック牽引（皮ふ牽引）、筋性斜頚には通常牽引は行わない。",1
7949,B21-069,"はり師・きゆう師",21,"臨床医学各論","運動器疾患","Ｌ4-Ｌ5椎間板ヘルニアについて正しい記述はどれか。",,"[""下肢症状は両側性に出現することが多い。"", ""好発年齢は60歳代である。"", ""下肢伸展挙上テストは陽性である。"", ""膝蓋腱反射が減弱する。""]","解答　３．","腰椎椎間板ヘルニア（L4-L5）ではL5神経根が圧迫され、下肢伸展挙上（SLR）テストが陽性となる。膝蓋腱反射の減弱はL4神経根障害（L3-L4ヘルニア）でみられる。好発は20〜40歳代で、通常は片側性である。",1
